atk_ko,move,def_ko,turns_to_ko
한카리아스,용성군,삼삼드래,2
한카리아스,용성군,메타그로스,4
한카리아스,용성군,망나뇽,2
한카리아스,용성군,님피아,무효
한카리아스,용성군,히트로토무,3
한카리아스,용성군,거북왕,3
한카리아스,용성군,대도각참,5
한카리아스,용성군,팬텀,2
한카리아스,용성군,마폭시,3
한카리아스,용성군,엠페르트,6
한카리아스,용성군,번치코,2
한카리아스,용성군,대짱이,4
한카리아스,용성군,라이츄,2
한카리아스,용성군,블래키,6
한카리아스,용성군,다크펫,2
한카리아스,용성군,더시마사리,5
한카리아스,용성군,핫삼,5
한카리아스,용성군,오롱털,무효
한카리아스,용성군,픽시,무효
한카리아스,용성군,카디나르마,3
한카리아스,용성군,앱솔,2
한카리아스,용성군,찌리배리,5
한카리아스,용성군,맘모꾸리,3
한카리아스,용성군,파라블레이즈,3
한카리아스,용성군,패리퍼,2
한카리아스,용성군,찌르호크,3
한카리아스,용성군,대검귀,2
한카리아스,용성군,마기라스,4
한카리아스,용성군,이어롭,3
한카리아스,용성군,플라엣테,무효
한카리아스,용성군,배바닐라,3
한카리아스,용성군,드래펄트,1
한카리아스,용성군,입치트,무효
한카리아스,용성군,메가니움,4
한카리아스,용성군,메타몽,2
한카리아스,용성군,이상해꽃,3
한카리아스,용성군,밀로틱,6
한카리아스,용성군,스코빌런,3
한카리아스,용성군,아쿠스타,2
한카리아스,용성군,몰드류,5
한카리아스,용성군,조로아크(히스이),2
한카리아스,용성군,미끄래곤(히스이),4
한카리아스,용성군,잠만보,6
한카리아스,용성군,무장조,6
한카리아스,용성군,클레스퍼트라,2
한카리아스,용성군,창파나이트,2
한카리아스,용성군,우츠보트,3
한카리아스,용성군,가라르야도킹,5
한카리아스,용성군,깜까미,2
한카리아스,용성군,엘풍,무효
한카리아스,용성군,저승갓숭,4
한카리아스,용성군,스트린더(하이),2
한카리아스,용성군,샤미드,5
한카리아스,용성군,사마자르,2
한카리아스,용성군,인텔리레온,2
한카리아스,용성군,깨비물거미,4
한카리아스,용성군,가디안,무효
한카리아스,용성군,왕구리,3
한카리아스,용성군,엘레이드,3
한카리아스,용성군,브리무음,무효
한카리아스,용성군,눈여아,2
한카리아스,용성군,어흥염,4
한카리아스,용성군,마릴리,무효
한카리아스,용성군,올리르바,3
한카리아스,용성군,스트린더(로우),2
한카리아스,용성군,펜드라,2
한카리아스,용성군,화염레오,2
한카리아스,용성군,윈디(히스이),3
한카리아스,용성군,캥카,3
한카리아스,용성군,꿈트렁,5
한카리아스,용성군,에써르(암컷),3
한카리아스,용성군,후딘,3
한카리아스,용성군,드래캄,2
한카리아스,화염방사,보만다,13
한카리아스,화염방사,누리레느,15
한카리아스,화염방사,갑주무사,5
한카리아스,화염방사,하마돈,8
한카리아스,화염방사,루카리오,3
한카리아스,화염방사,드닐레이브,6
한카리아스,화염방사,브리두라스,6
한카리아스,화염방사,타부자고,4
한카리아스,화염방사,따라큐,5
한카리아스,화염방사,고릴타,3
한카리아스,화염방사,킬가르도,4
한카리아스,화염방사,마스카나,3
한카리아스,화염방사,갸라도스,12
한카리아스,화염방사,아머까오,4
한카리아스,화염방사,킬라플로르,10
한카리아스,화염방사,대쓰여너,11
한카리아스,화염방사,리자몽,11
한카리아스,화염방사,포푸니크,5
한카리아스,화염방사,개굴닌자,9
한카리아스,화염방사,에이스번,9
한카리아스,화염방사,알로라 나인테일,3
한카리아스,화염방사,에써르(수컷),5
한카리아스,화염방사,워시로토무,22
한카리아스,화염방사,불카모스,9
한카리아스,화염방사,빠르모트,4
한카리아스,화염방사,라우드본,17
한카리아스,화염방사,삼삼드래,11
한카리아스,화염방사,메타그로스,3
한카리아스,화염방사,망나뇽,14
한카리아스,화염방사,님피아,15
한카리아스,화염방사,히트로토무,10
한카리아스,화염방사,거북왕,11
한카리아스,화염방사,대도각참,3
한카리아스,화염방사,팬텀,4
한카리아스,화염방사,마폭시,11
한카리아스,화염방사,엠페르트,6
한카리아스,화염방사,번치코,8
한카리아스,화염방사,대짱이,14
한카리아스,화염방사,라이츄,5
한카리아스,화염방사,블래키,16
한카리아스,화염방사,다크펫,4
한카리아스,화염방사,더시마사리,40
한카리아스,화염방사,핫삼,2
한카리아스,화염방사,오롱털,5
한카리아스,화염방사,픽시,11
한카리아스,화염방사,카디나르마,11
한카리아스,화염방사,앱솔,4
한카리아스,화염방사,찌리배리,12
한카리아스,화염방사,맘모꾸리,4
한카리아스,화염방사,파라블레이즈,13
한카리아스,화염방사,패리퍼,9
한카리아스,화염방사,찌르호크,6
한카리아스,화염방사,대검귀,9
한카리아스,화염방사,마기라스,40
한카리아스,화염방사,이어롭,6
한카리아스,화염방사,플라엣테,7
한카리아스,화염방사,배바닐라,3
한카리아스,화염방사,드래펄트,8
한카리아스,화염방사,입치트,2
한카리아스,화염방사,메가니움,4
한카리아스,화염방사,메타몽,3
한카리아스,화염방사,이상해꽃,3
한카리아스,화염방사,밀로틱,40
한카리아스,화염방사,스코빌런,6
한카리아스,화염방사,아쿠스타,9
한카리아스,화염방사,몰드류,3
한카리아스,화염방사,조로아크(히스이),4
한카리아스,화염방사,미끄래곤(히스이),13
한카리아스,화염방사,잠만보,40
한카리아스,화염방사,무장조,4
한카리아스,화염방사,클레스퍼트라,5
한카리아스,화염방사,창파나이트,5
한카리아스,화염방사,우츠보트,3
한카리아스,화염방사,가라르야도킹,12
한카리아스,화염방사,깜까미,5
한카리아스,화염방사,엘풍,2
한카리아스,화염방사,저승갓숭,10
한카리아스,화염방사,스트린더(하이),5
한카리아스,화염방사,샤미드,40
한카리아스,화염방사,사마자르,5
한카리아스,화염방사,인텔리레온,8
한카리아스,화염방사,깨비물거미,8
한카리아스,화염방사,가디안,6
한카리아스,화염방사,왕구리,11
한카리아스,화염방사,엘레이드,5
한카리아스,화염방사,브리무음,6
한카리아스,화염방사,눈여아,3
한카리아스,화염방사,어흥염,14
한카리아스,화염방사,마릴리,13
한카리아스,화염방사,올리르바,4
한카리아스,화염방사,스트린더(로우),5
한카리아스,화염방사,펜드라,2
한카리아스,화염방사,화염레오,9
한카리아스,화염방사,윈디(히스이),21
한카리아스,화염방사,캥카,6
한카리아스,화염방사,꿈트렁,3
한카리아스,화염방사,에써르(암컷),6
한카리아스,화염방사,후딘,5
한카리아스,화염방사,드래캄,10
한카리아스,드래곤테일,보만다,4
한카리아스,드래곤테일,누리레느,무효
한카리아스,드래곤테일,갑주무사,5
한카리아스,드래곤테일,하마돈,7
한카리아스,드래곤테일,루카리오,6
한카리아스,드래곤테일,드닐레이브,3
한카리아스,드래곤테일,브리두라스,6
한카리아스,드래곤테일,타부자고,10
한카리아스,드래곤테일,따라큐,무효
한카리아스,드래곤테일,고릴타,4
한카리아스,드래곤테일,킬가르도,18
한카리아스,드래곤테일,마스카나,3
한카리아스,드래곤테일,갸라도스,6
한카리아스,드래곤테일,아머까오,12
한카리아스,드래곤테일,킬라플로르,4
한카리아스,드래곤테일,대쓰여너,4
한카리아스,드래곤테일,리자몽,4
한카리아스,드래곤테일,포푸니크,3
한카리아스,드래곤테일,개굴닌자,3
한카리아스,드래곤테일,에이스번,4
한카리아스,드래곤테일,알로라 나인테일,무효
한카리아스,드래곤테일,에써르(수컷),3
한카리아스,드래곤테일,워시로토무,5
한카리아스,드래곤테일,불카모스,5
한카리아스,드래곤테일,빠르모트,3
한카리아스,드래곤테일,라우드본,8
한카리아스,드래곤테일,삼삼드래,2
한카리아스,드래곤테일,메타그로스,8
한카리아스,드래곤테일,망나뇽,3
한카리아스,드래곤테일,님피아,무효
한카리아스,드래곤테일,히트로토무,4
한카리아스,드래곤테일,거북왕,4
한카리아스,드래곤테일,대도각참,10
한카리아스,드래곤테일,팬텀,3
한카리아스,드래곤테일,마폭시,4
한카리아스,드래곤테일,엠페르트,8
한카리아스,드래곤테일,번치코,3
한카리아스,드래곤테일,대짱이,5
한카리아스,드래곤테일,라이츄,3
한카리아스,드래곤테일,블래키,8
한카리아스,드래곤테일,다크펫,3
한카리아스,드래곤테일,더시마사리,8
한카리아스,드래곤테일,핫삼,9
한카리아스,드래곤테일,오롱털,무효
한카리아스,드래곤테일,픽시,무효
한카리아스,드래곤테일,카디나르마,4
한카리아스,드래곤테일,앱솔,3
한카리아스,드래곤테일,찌리배리,8
한카리아스,드래곤테일,맘모꾸리,4
한카리아스,드래곤테일,파라블레이즈,4
한카리아스,드래곤테일,패리퍼,4
한카리아스,드래곤테일,찌르호크,6
한카리아스,드래곤테일,대검귀,4
한카리아스,드래곤테일,마기라스,7
한카리아스,드래곤테일,이어롭,4
한카리아스,드래곤테일,플라엣테,무효
한카리아스,드래곤테일,배바닐라,4
한카리아스,드래곤테일,드래펄트,2
한카리아스,드래곤테일,입치트,무효
한카리아스,드래곤테일,메가니움,5
한카리아스,드래곤테일,메타몽,3
한카리아스,드래곤테일,이상해꽃,4
한카리아스,드래곤테일,밀로틱,7
한카리아스,드래곤테일,스코빌런,4
한카리아스,드래곤테일,아쿠스타,4
한카리아스,드래곤테일,몰드류,7
한카리아스,드래곤테일,조로아크(히스이),3
한카리아스,드래곤테일,미끄래곤(히스이),5
한카리아스,드래곤테일,잠만보,6
한카리아스,드래곤테일,무장조,14
한카리아스,드래곤테일,클레스퍼트라,4
한카리아스,드래곤테일,창파나이트,4
한카리아스,드래곤테일,우츠보트,4
한카리아스,드래곤테일,가라르야도킹,6
한카리아스,드래곤테일,깜까미,4
한카리아스,드래곤테일,엘풍,무효
한카리아스,드래곤테일,저승갓숭,6
한카리아스,드래곤테일,스트린더(하이),3
한카리아스,드래곤테일,샤미드,7
한카리아스,드래곤테일,사마자르,4
한카리아스,드래곤테일,인텔리레온,3
한카리아스,드래곤테일,깨비물거미,5
한카리아스,드래곤테일,가디안,무효
한카리아스,드래곤테일,왕구리,4
한카리아스,드래곤테일,엘레이드,3
한카리아스,드래곤테일,브리무음,무효
한카리아스,드래곤테일,눈여아,3
한카리아스,드래곤테일,어흥염,8
한카리아스,드래곤테일,마릴리,무효
한카리아스,드래곤테일,올리르바,4
한카리아스,드래곤테일,스트린더(로우),3
한카리아스,드래곤테일,펜드라,4
한카리아스,드래곤테일,화염레오,4
한카리아스,드래곤테일,윈디(히스이),4
한카리아스,드래곤테일,캥카,4
한카리아스,드래곤테일,꿈트렁,12
한카리아스,드래곤테일,에써르(암컷),3
한카리아스,드래곤테일,후딘,3
한카리아스,드래곤테일,드래캄,2
한카리아스,역린,보만다,2
한카리아스,역린,누리레느,무효
한카리아스,역린,갑주무사,3
한카리아스,역린,하마돈,4
한카리아스,역린,루카리오,3
한카리아스,역린,드닐레이브,2
한카리아스,역린,브리두라스,4
한카리아스,역린,타부자고,5
한카리아스,역린,따라큐,무효
한카리아스,역린,고릴타,2
한카리아스,역린,킬가르도,6
한카리아스,역린,마스카나,2
한카리아스,역린,갸라도스,3
한카리아스,역린,아머까오,7
한카리아스,역린,킬라플로르,2
한카리아스,역린,대쓰여너,2
한카리아스,역린,리자몽,2
한카리아스,역린,포푸니크,2
한카리아스,역린,개굴닌자,2
한카리아스,역린,에이스번,2
한카리아스,역린,알로라 나인테일,무효
한카리아스,역린,에써르(수컷),2
한카리아스,역린,워시로토무,2
한카리아스,역린,불카모스,3
한카리아스,역린,빠르모트,2
한카리아스,역린,라우드본,4
한카리아스,역린,삼삼드래,1
한카리아스,역린,메타그로스,5
한카리아스,역린,망나뇽,2
한카리아스,역린,님피아,무효
한카리아스,역린,히트로토무,2
한카리아스,역린,거북왕,2
한카리아스,역린,대도각참,5
한카리아스,역린,팬텀,2
한카리아스,역린,마폭시,2
한카리아스,역린,엠페르트,4
한카리아스,역린,번치코,2
한카리아스,역린,대짱이,3
한카리아스,역린,라이츄,2
한카리아스,역린,블래키,4
한카리아스,역린,다크펫,2
한카리아스,역린,더시마사리,4
한카리아스,역린,핫삼,5
한카리아스,역린,오롱털,무효
한카리아스,역린,픽시,무효
한카리아스,역린,카디나르마,2
한카리아스,역린,앱솔,2
