atk_ko,def_ko,atk_rank,def_rank,ttk_atk_to_def,ttk_def_to_atk,v_base,v_atk_mega,v_def_has_item,v_def_mega,def_assumed_item
갑주무사,보만다,4,1,9.000,3.000,-0.7205,-0.8174,-0.7205,-0.8174,구애스카프
갑주무사,한카리아스,4,2,3.000,3.000,-0.2267,-0.5621,-0.2267,-0.5621,구애스카프
갑주무사,누리레느,4,3,4.000,3.000,-0.5051,-0.1031,-0.6704,,자뭉열매
갑주무사,하마돈,4,5,4.000,6.000,0.3409,0.2715,0.1806,,자뭉열매
갑주무사,루카리오,4,6,2.000,4.000,0.3424,0.1737,0.3424,0.0068,기합의띠
갑주무사,드닐레이브,4,7,2.000,3.000,0.0068,0.7696,0.0068,-0.2997,기합의띠
갑주무사,브리두라스,4,8,2.000,2.000,-0.3952,0.3424,-0.5621,,자뭉열매
갑주무사,타부자고,4,9,3.000,3.000,-0.4625,0.1105,-0.6975,,풍선
갑주무사,따라큐,4,10,2.000,5.000,0.4448,1.0000,0.3424,,생명의구슬
갑주무사,고릴타,4,11,2.000,3.000,0.0068,0.6780,-0.2333,,생명의구슬
갑주무사,킬가르도,4,12,3.000,3.000,-0.2267,-0.1584,-0.2811,,먹다남은음식
갑주무사,마스카나,4,13,1.000,3.000,0.2401,0.9366,0.2401,,구애스카프
갑주무사,갸라도스,4,14,7.000,4.000,-0.7000,-0.4905,-0.7000,0.3424,울퉁불퉁멧
갑주무사,아머까오,4,15,5.000,3.000,-0.6665,0.0798,-0.7955,,울퉁불퉁멧
갑주무사,킬라플로르,4,16,2.000,2.000,-0.3288,0.5093,-0.3288,-0.6644,기합의띠
갑주무사,대쓰여너,4,17,3.000,2.000,-0.5621,-0.2267,-0.5621,,구애스카프
갑주무사,리자몽,4,18,3.000,2.000,-0.5295,-0.8977,-0.5295,-0.6148,구애스카프
갑주무사,포푸니크,4,19,2.000,3.000,0.1023,-0.3288,0.1023,,없음
갑주무사,개굴닌자,4,20,1.000,3.000,0.3357,0.3357,0.1023,0.1737,기합의띠
갑주무사,에이스번,4,21,2.000,3.000,-0.0597,-0.6644,-0.0597,,구애스카프
갑주무사,알로라 나인테일,4,22,1.000,4.000,0.3357,1.0000,0.3357,,없음
갑주무사,에써르(수컷),4,23,1.000,3.000,0.3357,-0.0955,0.3357,,구애스카프
갑주무사,워시로토무,4,24,3.000,2.000,-0.5621,0.0352,-0.5621,,먹다남은음식
갑주무사,불카모스,4,25,3.000,3.000,-0.1584,-0.8803,-0.2263,,자뭉열매
갑주무사,빠르모트,4,26,2.000,2.000,-0.3288,-0.3288,-0.3288,,기합의띠
갑주무사,라우드본,4,27,4.000,3.000,-0.4201,-0.8977,-0.6550,,자뭉열매
갑주무사,삼삼드래,4,28,2.000,2.000,-0.3288,-0.5689,-0.3288,,구애스카프
갑주무사,메타그로스,4,29,3.000,3.000,-0.1318,0.5310,-0.2267,-0.2811,생명의구슬
갑주무사,망나뇽,4,30,6.495,3.000,-0.7468,-0.7237,-0.7468,-0.7816,없음
갑주무사,님피아,4,31,3.000,2.000,-0.4464,-0.2604,-0.5327,,먹다남은음식
갑주무사,히트로토무,4,32,3.000,2.000,-0.5621,-0.8977,-0.5621,,구애스카프
갑주무사,거북왕,4,33,3.000,4.000,-0.1058,-0.2267,-0.1058,-0.2193,없음
갑주무사,대도각참,4,34,1.000,4.000,0.5093,0.6712,0.2692,,타입강화
갑주무사,팬텀,4,35,2.000,3.000,0.0068,0.3424,0.0068,-0.2333,기합의띠
갑주무사,마폭시,4,36,2.000,2.000,-0.2333,-0.6644,-0.2333,-0.3952,기합의띠
갑주무사,엠페르트,4,37,2.000,5.000,0.7150,0.0567,0.7150,,없음
갑주무사,번치코,4,38,2.000,3.000,0.0068,-0.6644,-0.3288,-0.2997,생명의구슬
갑주무사,대짱이,4,39,3.000,6.000,0.8263,0.1066,0.5543,0.3694,자뭉열매
갑주무사,라이츄,4,40,2.000,2.000,-0.3288,0.1023,-0.3288,-0.6644,구애스카프
갑주무사,블래키,4,41,2.000,7.000,0.9599,1.0000,0.9599,,먹다남은음식
갑주무사,다크펫,4,42,2.000,3.000,0.1023,0.3424,0.1023,-0.0597,기합의띠
갑주무사,더시마사리,4,43,4.000,16.000,0.9103,0.9103,0.8219,,먹다남은음식
갑주무사,핫삼,4,44,4.000,3.000,-0.5002,0.2069,-0.7012,-0.7213,울퉁불퉁멧
갑주무사,오롱털,4,45,2.000,4.000,0.2753,0.4379,0.2753,,없음
갑주무사,픽시,4,46,3.000,4.000,0.0918,-0.2434,-0.0661,-0.1248,먹다남은음식
갑주무사,카디나르마,4,47,3.000,2.000,-0.4667,-0.7308,-0.4667,,기합의띠
갑주무사,앱솔,4,48,1.000,3.000,0.2401,0.9113,0.2401,-0.2333,없음
갑주무사,찌리배리,4,49,4.000,2.000,-0.6796,0.4306,-0.7467,,먹다남은음식
갑주무사,맘모꾸리,4,50,2.000,3.000,0.0068,0.3424,0.0068,,기합의띠
갑주무사,파라블레이즈,4,51,2.000,3.000,-0.0273,-0.5689,-0.0273,,기합의띠
갑주무사,패리퍼,4,52,5.000,2.000,-0.7955,-0.4003,-0.7955,,없음
갑주무사,찌르호크,4,53,5.000,2.000,-0.7731,-0.6488,-0.7731,-0.7955,구애스카프
갑주무사,대검귀,4,54,2.000,5.000,0.7696,0.9366,0.4379,,타입강화
갑주무사,마기라스,4,55,1.000,2.000,-0.0955,0.5757,-0.1619,-0.3288,먹다남은음식
갑주무사,이어롭,4,56,2.000,3.000,0.1023,1.0000,0.1023,-0.2333,자뭉열매
갑주무사,플라엣테,4,57,3.000,2.000,-0.2837,0.7795,-0.2837,-0.4508,구애스카프
갑주무사,배바닐라,4,58,2.000,5.000,0.6780,1.0000,0.4379,,타입강화
갑주무사,드래펄트,4,59,3.000,3.000,-0.4667,-0.3952,-0.3952,,생명의구슬
갑주무사,입치트,4,60,3.000,4.000,0.0173,-0.2267,0.0173,-0.0776,기합의띠
갑주무사,메가니움,4,61,2.000,4.000,0.2414,1.0000,0.2414,-0.4612,기합의띠
갑주무사,메타몽,4,62,1.000,5.000,0.6712,0.9366,0.6712,,구애스카프
갑주무사,이상해꽃,4,63,3.000,4.000,0.0391,0.9717,-0.1066,-0.2216,생명의구슬
갑주무사,밀로틱,4,64,4.000,7.000,0.7737,0.6807,0.7092,,먹다남은음식
갑주무사,스코빌런,4,65,2.000,3.000,-0.1089,-0.6644,-0.2474,-0.5148,먹다남은음식
갑주무사,아쿠스타,4,66,1.000,6.000,0.9366,1.0000,0.7696,0.6780,기합의띠
갑주무사,몰드류,4,67,2.000,3.000,0.0068,0.3424,0.0068,0.0068,구애스카프
갑주무사,조로아크(히스이),4,68,2.000,3.000,0.0068,-0.3288,0.0068,,기합의띠
갑주무사,미끄래곤(히스이),4,69,2.000,2.000,-0.2333,-0.3288,-0.2333,,먹다남은음식
갑주무사,잠만보,4,70,2.000,5.000,0.8710,0.1379,0.8694,,먹다남은음식
갑주무사,무장조,4,71,5.000,3.000,-0.7020,0.0287,-0.7263,-0.7495,자뭉열매
갑주무사,클레스퍼트라,4,72,1.000,4.000,0.5093,1.0000,0.3424,,기합의띠
갑주무사,창파나이트,4,73,3.000,2.000,-0.5621,-0.4667,-0.5621,,없음
갑주무사,우츠보트,4,74,3.000,4.000,0.1066,0.9981,0.1066,-0.2267,기합의띠
갑주무사,가라르야도킹,4,75,3.000,4.000,0.4642,-0.0395,0.3599,,먹다남은음식
갑주무사,깜까미,4,76,3.000,6.000,0.7424,0.8667,0.7424,0.7732,없음
갑주무사,엘풍,4,77,2.000,4.000,0.3424,1.0000,0.3424,,기합의띠
갑주무사,저승갓숭,4,78,6.000,5.000,-0.3380,-0.5254,-0.6152,,먹다남은음식
갑주무사,스트린더(하이),4,79,1.000,2.000,-0.0955,0.5757,-0.3288,,풍선
갑주무사,샤미드,4,80,4.000,8.000,0.8787,0.3977,0.8581,,먹다남은음식
갑주무사,사마자르,4,81,3.000,3.000,-0.2267,0.6780,-0.2267,,기합의띠
갑주무사,인텔리레온,4,82,2.000,3.000,0.0068,0.3424,0.0068,,없음
갑주무사,깨비물거미,4,83,3.000,6.000,0.7800,0.7391,0.7565,,자뭉열매
갑주무사,가디안,4,84,2.000,2.000,-0.2333,-0.1619,-0.2333,-0.3288,기합의띠
갑주무사,왕구리,4,85,3.000,5.000,0.5310,0.3701,0.5310,,없음
갑주무사,엘레이드,4,86,2.000,5.000,0.6788,0.4460,0.3424,0.1098,생명의구슬
갑주무사,브리무음,4,87,3.000,3.000,0.3235,0.1379,0.3235,,기합의띠
갑주무사,눈여아,4,88,2.000,3.000,0.0068,0.8449,0.0068,-0.3288,기합의띠
갑주무사,어흥염,4,89,3.000,3.000,-0.2171,-0.7478,-0.2861,,자뭉열매
갑주무사,마릴리,4,90,5.000,6.000,-0.2967,0.3472,-0.5250,,자뭉열매
갑주무사,올리르바,4,91,2.000,3.000,0.5307,0.9645,0.5307,,기합의띠
갑주무사,스트린더(로우),4,92,1.000,2.000,-0.0955,0.5757,-0.3288,,풍선
갑주무사,펜드라,4,93,5.000,4.000,-0.5139,0.5636,-0.5139,-0.6995,기합의띠
갑주무사,화염레오,4,94,2.000,2.000,-0.2333,-0.6644,-0.2333,-0.3288,기합의띠
갑주무사,윈디(히스이),4,95,2.000,2.000,-0.3288,-0.4912,-0.3288,,기합의띠
갑주무사,캥카,4,96,2.000,3.000,0.0216,-0.1962,0.0068,-0.0035,타입강화
갑주무사,꿈트렁,4,97,2.000,6.000,0.9978,0.9999,0.8350,,자뭉열매
갑주무사,에써르(암컷),4,98,1.000,4.000,0.3357,-0.0955,0.3357,,없음
갑주무사,후딘,4,99,1.000,3.000,0.2401,0.5757,0.0068,,기합의띠
갑주무사,드래캄,4,100,2.000,2.000,-0.3952,0.4379,-0.3288,-0.5621,생명의구슬
하마돈,보만다,5,1,3.000,3.000,-0.3437,,-0.3437,-0.2299,구애스카프
하마돈,한카리아스,5,2,2.000,3.000,0.0434,,0.0434,-0.6120,구애스카프
하마돈,누리레느,5,3,3.000,2.000,-0.6478,,-0.6656,,자뭉열매
하마돈,갑주무사,5,4,6.000,4.000,-0.1843,,-0.2727,-0.1172,생명의구슬
하마돈,루카리오,5,6,2.000,2.000,-0.0579,,-0.2056,-0.3288,기합의띠
하마돈,드닐레이브,5,7,4.000,2.000,-0.6120,,-0.6120,-0.7955,기합의띠
하마돈,브리두라스,5,8,2.000,2.000,-0.2913,,-0.4390,,자뭉열매
하마돈,타부자고,5,9,2.000,3.000,-0.1118,,-0.3465,,풍선
하마돈,따라큐,5,10,3.000,3.000,-0.0765,,-0.2756,,생명의구슬
하마돈,고릴타,5,11,4.000,2.000,-0.6478,,-0.8602,,생명의구슬
하마돈,킬가르도,5,12,2.000,2.000,-0.2913,,-0.2913,,먹다남은음식
하마돈,마스카나,5,13,3.000,2.000,-0.5255,,-0.5255,,구애스카프
하마돈,갸라도스,5,14,6.000,3.000,-0.7604,,-0.7604,-0.6120,울퉁불퉁멧
하마돈,아머까오,5,15,11.000,6.000,-0.7000,,-0.7000,,울퉁불퉁멧
하마돈,킬라플로르,5,16,1.000,3.000,0.0278,,-0.2056,0.0278,기합의띠
하마돈,대쓰여너,5,17,3.000,2.000,-0.6478,,-0.6478,,구애스카프
하마돈,리자몽,5,18,2.000,2.000,-0.2715,,-0.2715,-0.4396,구애스카프
하마돈,포푸니크,5,19,2.000,3.000,0.2777,,0.2777,,없음
하마돈,개굴닌자,5,20,3.000,2.000,-0.4145,,-0.4145,-0.7745,기합의띠
하마돈,에이스번,5,21,2.000,3.000,0.1300,,0.1300,,구애스카프
하마돈,알로라 나인테일,5,22,3.000,2.000,-0.5621,,-0.5621,,없음
하마돈,에써르(수컷),5,23,2.000,3.000,-0.0789,,-0.0789,,구애스카프
하마돈,워시로토무,5,24,8.000,2.000,-0.7955,,-0.7955,,먹다남은음식
하마돈,불카모스,5,25,3.000,3.000,0.0330,,-0.0266,,자뭉열매
하마돈,빠르모트,5,26,2.000,4.000,0.2777,,0.1300,,기합의띠
하마돈,라우드본,5,27,3.000,4.000,-0.1134,,-0.2079,,자뭉열매
하마돈,삼삼드래,5,28,4.000,2.000,-0.6120,,-0.6120,,구애스카프
하마돈,메타그로스,5,29,2.000,4.000,0.0434,,0.1300,0.0434,생명의구슬
하마돈,망나뇽,5,30,3.495,3.000,-0.3155,,-0.3155,-0.3674,없음
하마돈,님피아,5,31,4.000,2.000,-0.6222,,-0.7284,,먹다남은음식
하마돈,히트로토무,5,32,4.000,3.000,-0.7597,,-0.7597,,구애스카프
하마돈,거북왕,5,33,3.000,2.000,-0.8602,,-0.8602,-0.8977,없음
하마돈,대도각참,5,34,2.000,4.000,0.2983,,-0.0364,,타입강화
하마돈,팬텀,5,35,1.000,4.000,0.2777,,0.1300,0.2777,기합의띠
하마돈,마폭시,5,36,2.000,3.000,-0.2056,,-0.2056,-0.6120,기합의띠
하마돈,엠페르트,5,37,2.000,2.000,-0.3245,,-0.3245,,없음
하마돈,번치코,5,38,2.000,3.000,0.1300,,-0.0579,-0.2056,생명의구슬
하마돈,대짱이,5,39,3.000,2.000,-0.6478,,-0.7955,-0.6478,자뭉열매
하마돈,라이츄,5,40,1.000,4.000,0.6133,,0.6133,0.2777,구애스카프
하마돈,블래키,5,41,5.000,8.000,0.4501,,0.0856,,먹다남은음식
하마돈,다크펫,5,42,3.000,4.000,0.1658,,0.1658,0.0434,기합의띠
하마돈,더시마사리,5,43,3.000,5.000,0.8767,,0.6899,,먹다남은음식
하마돈,핫삼,5,44,4.000,5.000,-0.0547,,-0.3763,-0.4489,울퉁불퉁멧
하마돈,오롱털,5,45,3.000,4.000,0.1168,,0.1168,,없음
하마돈,픽시,5,46,4.000,5.000,-0.0106,,-0.1244,-0.4598,먹다남은음식
하마돈,카디나르마,5,47,2.000,3.000,-0.2056,,-0.2056,,기합의띠
하마돈,앱솔,5,48,2.000,3.000,-0.0192,,-0.0192,-0.0192,없음
하마돈,찌리배리,5,49,3.000,11.000,0.9977,,0.9584,,먹다남은음식
하마돈,맘모꾸리,5,50,3.000,2.000,-0.5255,,-0.5255,,기합의띠
하마돈,파라블레이즈,5,51,2.000,4.000,0.1300,,0.1300,,기합의띠
하마돈,패리퍼,5,52,4.000,2.000,-0.7899,,-0.7899,,없음
하마돈,찌르호크,5,53,5.000,4.000,-0.4473,,-0.4473,-0.4200,구애스카프
하마돈,대검귀,5,54,3.000,3.000,-0.2255,,-0.2255,,타입강화
하마돈,마기라스,5,55,2.000,4.000,0.0434,,0.0434,0.0434,먹다남은음식
하마돈,이어롭,5,56,3.000,4.000,-0.1470,,-0.2418,-0.5255,자뭉열매
하마돈,플라엣테,5,57,3.000,3.000,-0.2526,,-0.2526,-0.6973,구애스카프
하마돈,배바닐라,5,58,3.000,2.000,-0.6478,,-0.8602,,타입강화
하마돈,드래펄트,5,59,3.000,3.000,-0.5255,,-0.2913,,생명의구슬
하마돈,입치트,5,60,2.000,5.000,0.3653,,0.3653,0.4656,기합의띠
하마돈,메가니움,5,61,5.000,2.000,-0.7265,,-0.7265,-0.8150,기합의띠
하마돈,메타몽,5,62,2.000,6.000,0.7962,,0.7962,,구애스카프
하마돈,이상해꽃,5,63,4.000,3.000,-0.4777,,-0.4867,-0.6684,생명의구슬
하마돈,밀로틱,5,64,4.000,3.000,-0.4525,,-0.5500,,먹다남은음식
하마돈,스코빌런,5,65,3.000,2.000,-0.5805,,-0.7080,-0.8602,먹다남은음식
하마돈,아쿠스타,5,66,3.000,3.000,-0.1043,,-0.1043,-0.5255,기합의띠
하마돈,몰드류,5,67,2.000,4.000,0.2532,,0.2532,-0.0004,구애스카프
하마돈,조로아크(히스이),5,68,2.000,3.000,0.0434,,0.0434,,기합의띠
하마돈,미끄래곤(히스이),5,69,2.000,3.000,-0.2056,,-0.2913,,먹다남은음식
하마돈,잠만보,5,70,4.000,4.000,0.4367,,0.1916,,먹다남은음식
하마돈,무장조,5,71,10.000,6.000,-0.7000,,-0.7000,-0.7000,자뭉열매
하마돈,클레스퍼트라,5,72,3.000,3.000,-0.1043,,-0.1043,,기합의띠
하마돈,창파나이트,5,73,3.000,2.000,-0.5255,,-0.5255,,없음
하마돈,우츠보트,5,74,3.000,3.000,-0.3132,,-0.3132,-0.5255,기합의띠
하마돈,가라르야도킹,5,75,2.000,3.000,0.5601,,0.5601,,먹다남은음식
하마돈,깜까미,5,76,3.000,6.000,0.8640,,0.8640,0.8802,없음
하마돈,엘풍,5,77,3.000,2.000,-0.5255,,-0.5255,,기합의띠
하마돈,저승갓숭,5,78,4.000,4.000,-0.0863,,-0.3549,,먹다남은음식
하마돈,스트린더(하이),5,79,1.000,3.000,0.3633,,0.1300,,풍선
하마돈,샤미드,5,80,4.000,3.000,-0.7459,,-0.7465,,먹다남은음식
하마돈,사마자르,5,81,3.000,5.000,0.2232,,0.2232,,기합의띠
하마돈,인텔리레온,5,82,3.000,2.000,-0.4145,,-0.4145,,없음
하마돈,깨비물거미,5,83,4.000,3.000,-0.0824,,-0.3177,,자뭉열매
하마돈,가디안,5,84,3.000,3.000,0.0434,,0.0434,-0.2913,기합의띠
하마돈,왕구리,5,85,3.000,2.000,-0.5255,,-0.5255,,없음
하마돈,엘레이드,5,86,3.000,3.000,-0.2884,,-0.2913,-0.5255,생명의구슬
하마돈,브리무음,5,87,3.000,3.000,0.2082,,0.2082,,기합의띠
하마돈,눈여아,5,88,3.000,2.000,-0.4145,,-0.4145,-0.6269,기합의띠
하마돈,어흥염,5,89,3.000,4.000,0.0509,,-0.1711,,자뭉열매
하마돈,마릴리,5,90,3.000,4.000,-0.3521,,-0.5965,,자뭉열매
하마돈,올리르바,5,91,4.000,2.000,-0.1992,,-0.1992,,기합의띠
하마돈,스트린더(로우),5,92,1.000,3.000,0.3633,,0.1300,,풍선
하마돈,펜드라,5,93,3.000,6.000,0.2602,,0.2602,-0.3399,기합의띠
하마돈,화염레오,5,94,2.000,3.000,-0.2056,,-0.2056,-0.2056,기합의띠
하마돈,윈디(히스이),5,95,1.000,4.000,0.3770,,0.1469,,기합의띠
하마돈,캥카,5,96,3.000,4.000,-0.2040,,-0.2190,-0.3260,타입강화
하마돈,꿈트렁,5,97,17.000,5.000,-0.7000,,-0.7000,,자뭉열매
하마돈,에써르(암컷),5,98,3.000,4.000,0.1658,,0.1658,,없음
하마돈,후딘,5,99,2.000,3.000,-0.2913,,-0.2913,,기합의띠
하마돈,드래캄,5,100,2.000,2.000,0.2611,,0.2855,0.1379,생명의구슬
루카리오,보만다,6,1,3.000,2.000,-0.4923,0.1379,-0.4923,-0.4923,구애스카프
루카리오,한카리아스,6,2,2.000,1.000,-0.6644,-0.1977,-0.6644,-0.3288,구애스카프
루카리오,누리레느,6,3,3.000,2.000,0.1502,0.1783,-0.0550,,자뭉열매
루카리오,갑주무사,6,4,4.000,2.000,-0.3288,-0.0955,-0.4975,-0.3355,생명의구슬
루카리오,하마돈,6,5,2.000,2.000,-0.1602,0.1379,-0.3078,,자뭉열매
루카리오,드닐레이브,6,7,1.000,2.000,0.3712,0.3712,0.1379,0.1379,기합의띠
루카리오,브리두라스,6,8,1.000,2.000,0.3712,0.3712,0.1379,,자뭉열매
루카리오,타부자고,6,9,3.000,2.000,-0.2564,-0.0230,-0.2564,,풍선
루카리오,따라큐,6,10,1.000,3.000,0.2401,0.7068,-0.0955,,생명의구슬
루카리오,고릴타,6,11,2.000,2.000,0.1379,0.1379,-0.1977,,생명의구슬
루카리오,킬가르도,6,12,3.000,2.000,-0.0955,-0.0955,-0.3288,,먹다남은음식
루카리오,마스카나,6,13,1.000,3.000,0.2401,0.2401,0.2401,,구애스카프
루카리오,갸라도스,6,14,4.000,2.000,-0.3288,-0.0955,-0.3288,0.1379,울퉁불퉁멧
루카리오,아머까오,6,15,3.000,3.000,0.2400,0.8090,0.2400,,울퉁불퉁멧
루카리오,킬라플로르,6,16,1.000,2.000,0.3712,0.3712,0.1379,-0.0955,기합의띠
루카리오,대쓰여너,6,17,3.000,2.000,-0.0955,-0.0955,-0.5621,,구애스카프
루카리오,리자몽,6,18,4.000,1.000,-0.8746,-0.3553,-0.8746,-0.8977,구애스카프
루카리오,포푸니크,6,19,2.000,1.000,-0.6644,-0.6644,-0.6644,,없음
루카리오,개굴닌자,6,20,1.000,2.000,-0.0955,-0.0955,-0.3288,-0.0955,기합의띠
루카리오,에이스번,6,21,2.000,1.000,-0.6644,-0.6644,-0.6644,,구애스카프
루카리오,알로라 나인테일,6,22,1.000,3.000,0.2401,0.7068,0.2401,,없음
루카리오,에써르(수컷),6,23,2.000,3.000,0.0068,0.7068,0.0068,,구애스카프
루카리오,워시로토무,6,24,2.000,2.000,0.1379,0.1379,-0.0955,,먹다남은음식
루카리오,불카모스,6,25,5.000,2.000,-0.8365,-0.2300,-0.8365,,자뭉열매
루카리오,빠르모트,6,26,2.000,1.000,-0.6644,0.0356,-0.6644,,기합의띠
루카리오,라우드본,6,27,4.000,2.000,-0.3338,-0.1005,-0.3338,,자뭉열매
루카리오,삼삼드래,6,28,2.000,2.000,-0.3288,0.3712,-0.3288,,구애스카프
루카리오,메타그로스,6,29,2.000,2.000,0.1379,0.1379,-0.1977,-0.5621,생명의구슬
루카리오,망나뇽,6,30,3.495,2.000,-0.0966,0.1934,-0.0966,-0.7383,없음
루카리오,님피아,6,31,2.000,2.000,0.1379,0.2041,0.1379,,먹다남은음식
루카리오,히트로토무,6,32,2.000,1.000,-0.1977,-0.1977,-0.6644,,구애스카프
루카리오,거북왕,6,33,3.000,2.000,-0.0955,0.1379,-0.0955,-0.0955,없음
루카리오,대도각참,6,34,1.000,2.000,0.3712,0.3712,0.3712,,타입강화
루카리오,팬텀,6,35,2.000,2.000,-0.3288,0.3712,-0.3288,-0.6644,기합의띠
루카리오,마폭시,6,36,3.000,1.000,-0.8977,-0.1977,-0.8977,-0.8977,기합의띠
루카리오,엠페르트,6,37,2.000,2.000,0.1767,0.4100,0.1767,,없음
루카리오,번치코,6,38,2.000,1.000,-0.1977,-0.1977,-0.1977,-0.6644,생명의구슬
루카리오,대짱이,6,39,3.000,1.000,-0.4311,0.1379,-0.4311,-0.4311,자뭉열매
루카리오,라이츄,6,40,2.000,2.000,-0.3288,0.3712,-0.3288,-0.6644,구애스카프
루카리오,블래키,6,41,2.000,8.000,1.0000,1.0000,1.0000,,먹다남은음식
루카리오,다크펫,6,42,2.000,2.000,0.1379,0.3712,0.1379,0.1379,기합의띠
루카리오,더시마사리,6,43,6.000,5.000,0.5040,0.9769,0.1987,,먹다남은음식
루카리오,핫삼,6,44,3.000,2.000,0.0038,0.1379,0.0038,-0.1390,울퉁불퉁멧
루카리오,오롱털,6,45,1.000,3.000,0.7068,0.7068,0.7068,,없음
루카리오,픽시,6,46,2.000,3.000,0.4626,0.6713,0.4626,0.4379,먹다남은음식
루카리오,카디나르마,6,47,3.000,1.000,-0.4311,-0.1977,-0.4311,,기합의띠
루카리오,앱솔,6,48,1.000,2.000,0.3712,0.3712,0.3712,-0.6644,없음
루카리오,찌리배리,6,49,3.000,4.000,0.5111,0.7869,0.5111,,먹다남은음식
루카리오,맘모꾸리,6,50,1.000,1.000,0.0356,0.0356,-0.1977,,기합의띠
루카리오,파라블레이즈,6,51,3.000,1.000,-0.4311,0.1379,-0.4311,,기합의띠
루카리오,패리퍼,6,52,3.000,3.000,-0.0480,0.1541,-0.0480,,없음
루카리오,찌르호크,6,53,2.000,2.000,-0.3288,0.1806,-0.3288,-0.8550,구애스카프
루카리오,대검귀,6,54,1.000,2.000,0.3712,0.3712,0.3712,,타입강화
루카리오,마기라스,6,55,1.000,2.000,0.3712,0.3712,0.3712,0.0356,먹다남은음식
루카리오,이어롭,6,56,1.000,2.000,-0.0955,0.3712,-0.3288,-0.4311,자뭉열매
루카리오,플라엣테,6,57,2.000,2.000,-0.3288,0.3712,-0.3288,-0.3288,구애스카프
루카리오,배바닐라,6,58,1.000,4.000,0.8090,0.8090,0.7068,,타입강화
루카리오,드래펄트,6,59,2.000,2.000,-0.3288,-0.3288,-0.3288,,생명의구슬
루카리오,입치트,6,60,2.000,3.000,0.4735,0.7068,0.4735,0.4735,기합의띠
루카리오,메가니움,6,61,3.000,3.000,0.2092,0.3724,0.2092,0.2081,기합의띠
루카리오,메타몽,6,62,1.000,2.000,0.3712,0.3712,-0.0955,,구애스카프
루카리오,이상해꽃,6,63,3.000,3.000,0.2043,0.3562,-0.0139,0.1227,생명의구슬
루카리오,밀로틱,6,64,3.000,4.000,0.5714,0.8072,0.5286,,먹다남은음식
루카리오,스코빌런,6,65,2.000,1.000,-0.1977,-0.1316,-0.1977,-0.1977,먹다남은음식
루카리오,아쿠스타,6,66,2.000,3.000,0.0068,0.3424,0.0068,-0.2267,기합의띠
루카리오,몰드류,6,67,1.000,1.000,0.0356,0.0356,-0.4311,-0.4311,구애스카프
루카리오,조로아크(히스이),6,68,2.000,2.000,-0.3288,0.3712,-0.3288,,기합의띠
루카리오,미끄래곤(히스이),6,69,2.000,2.000,0.1379,0.3712,0.1379,,먹다남은음식
